shipment_id,supplier,origin,destination,transport_mode,distance_km,shipping_cost,weather_condition,traffic_level,order_priority,expected_delivery_days,actual_delivery_days,delayed
SHP-002823,Supplier_I,Los Angeles,Detroit,Rail,3685,7499.29,Clear,Low,High,12,11,0
SHP-002824,Supplier_U,Chicago,Denver,Rail,1728,8287.85,Fog,Severe,Medium,7,7,0
SHP-002825,Supplier_Z,Dallas,Seattle,Road,486,7723.87,Clear,Low,High,13,12,0
SHP-002826,Supplier_Y,Phoenix,Atlanta,Road,3521,436.19,Clear,Moderate,High,12,11,0
SHP-002827,Supplier_S,San Diego,Denver,Air,4108,1981.58,Clear,High,Low,9,7,0
SHP-002828,Supplier_S,Dallas,Boston,Sea,4193,5389.24,Clear,Low,Medium,4,3,0
SHP-002829,Supplier_H,Los Angeles,Boston,Sea,4463,9351.48,Rain,Severe,Critical,8,11,1
SHP-002830,Supplier_X,Dallas,Portland,Rail,2566,8357.82,Clear,High,Low,10,8,0
SHP-002831,Supplier_B,San Jose,Seattle,Air,2382,8433.22,Clear,Low,Low,7,7,0
SHP-002832,Supplier_S,Los Angeles,Atlanta,Road,1956,3066.92,Rain,Low,High,14,14,0
SHP-002833,Supplier_P,Houston,Detroit,Air,2098,4323.01,Clear,Low,Low,2,1,0
SHP-002834,Supplier_F,San Diego,Las Vegas,Rail,1336,4733.52,Clear,Low,Low,14,13,0
SHP-002835,Supplier_Q,Los Angeles,Boston,Rail,4769,1615.85,Snow,High,Low,5,9,1
SHP-002836,Supplier_U,Dallas,Portland,Rail,4244,359.13,Fog,Severe,High,9,14,1
SHP-002837,Supplier_X,San Jose,Portland,Sea,1250,9471.68,Clear,Low,High,13,13,0
SHP-002838,Supplier_T,Phoenix,Nashville,Rail,4418,2445.09,Clear,Moderate,Low,13,17,1
SHP-002839,Supplier_Y,San Jose,Las Vegas,Rail,1531,2437.49,Fog,Moderate,Medium,9,7,0
SHP-002840,Supplier_M,New York,Nashville,Air,1919,879.62,Clear,Low,High,3,3,0
SHP-002841,Supplier_E,Philadelphia,Seattle,Road,2424,9288.65,Fog,Low,Medium,11,10,0
SHP-002842,Supplier_V,Dallas,Boston,Road,1230,5818.38,Clear,Low,Critical,12,11,0
SHP-002843,Supplier_H,New York,Denver,Air,2758,6687.02,Storm,Moderate,Medium,3,10,1
SHP-002844,Supplier_B,San Diego,Seattle,Road,3600,9120.19,Clear,Moderate,Critical,2,2,0
SHP-002845,Supplier_S,San Diego,Boston,Sea,474,3488.92,Fog,High,Low,7,11,1
SHP-002846,Supplier_W,Dallas,Nashville,Rail,2220,6234.0,Clear,Low,High,6,6,0
SHP-002847,Supplier_D,San Diego,Atlanta,Rail,4120,436.05,Rain,High,Critical,5,4,0
SHP-002848,Supplier_G,San Jose,Orlando,Rail,2121,1908.39,Clear,Moderate,Medium,7,7,0
SHP-002849,Supplier_A,Philadelphia,Orlando,Sea,3805,8320.9,Clear,High,Critical,4,2,0
SHP-002850,Supplier_O,San Antonio,Boston,Rail,3359,7679.35,Snow,Moderate,Critical,5,11,1
SHP-002851,Supplier_K,Philadelphia,Denver,Rail,3535,3538.89,Rain,High,Medium,9,7,0
SHP-002852,Supplier_N,Phoenix,Seattle,Sea,1989,3799.27,Fog,High,Critical,11,11,0
SHP-002853,Supplier_E,Phoenix,Portland,Road,1923,5358.87,Clear,Moderate,Low,9,7,0
SHP-002854,Supplier_N,Chicago,Nashville,Sea,1574,52.4,Storm,Low,Medium,4,8,1
SHP-002855,Supplier_W,New York,Portland,Sea,2342,2450.38,Clear,Severe,High,6,5,0
SHP-002856,Supplier_G,San Jose,Nashville,Road,3343,2121.91,Fog,High,Critical,2,1,0
SHP-002857,Supplier_N,Phoenix,Orlando,Sea,3234,2542.31,Fog,Severe,Medium,3,5,1
SHP-002858,Supplier_Q,San Jose,Boston,Road,2170,8068.76,Clear,High,Medium,9,15,1
SHP-002859,Supplier_Y,Phoenix,Detroit,Rail,459,2832.75,Storm,Moderate,High,6,4,0
SHP-002860,Supplier_T,New York,Orlando,Air,2141,1955.64,Storm,Low,Medium,8,7,0
SHP-002861,Supplier_P,San Diego,Atlanta,Air,1241,5067.42,Clear,Low,Low,11,12,1
SHP-002862,Supplier_X,San Jose,Orlando,Air,1735,8663.17,Rain,Severe,Low,5,7,1
SHP-002863,Supplier_X,Chicago,Nashville,Air,4100,2451.43,Clear,Low,High,2,2,0
SHP-002864,Supplier_B,San Jose,Nashville,Air,2043,831.44,Storm,Low,High,7,8,1
SHP-002865,Supplier_W,New York,Seattle,Sea,4874,3596.23,Clear,High,Critical,6,6,0
SHP-002866,Supplier_E,Phoenix,Orlando,Rail,3461,7489.14,Clear,High,Low,11,11,0
SHP-002867,Supplier_Q,San Jose,Detroit,Rail,3080,5529.37,Clear,Low,High,2,2,0
SHP-002868,Supplier_G,New York,Detroit,Air,106,8177.09,Rain,Low,High,6,8,1
SHP-002869,Supplier_R,Phoenix,Atlanta,Sea,3367,9597.94,Storm,Moderate,Critical,13,17,1
SHP-002870,Supplier_K,San Diego,Portland,Air,1691,7936.99,Fog,Low,Medium,8,7,0
SHP-002871,Supplier_V,Los Angeles,Denver,Air,3364,6057.84,Clear,High,Low,13,19,1
SHP-002872,Supplier_P,Chicago,Miami,Rail,2706,4958.75,Clear,Low,High,1,1,0
SHP-002873,Supplier_Q,Dallas,Las Vegas,Sea,3319,448.69,Snow,High,Critical,4,11,1
SHP-002874,Supplier_M,Los Angeles,Boston,Air,3373,9844.0,Rain,High,Critical,1,1,0
SHP-002875,Supplier_K,Phoenix,Orlando,Sea,1013,3865.64,Clear,Moderate,Medium,2,1,0
SHP-002876,Supplier_F,Phoenix,Nashville,Road,2111,1564.67,Clear,Low,Critical,1,1,0
SHP-002877,Supplier_O,Chicago,Boston,Road,1542,6683.75,Rain,Moderate,Medium,6,5,0
SHP-002878,Supplier_R,San Jose,Orlando,Road,3154,2878.67,Clear,Moderate,High,11,11,0
SHP-002879,Supplier_K,Phoenix,Las Vegas,Air,3646,5878.49,Snow,Low,High,6,13,1
SHP-002880,Supplier_R,Phoenix,Detroit,Air,4321,5888.34,Rain,High,Low,1,1,0
SHP-002881,Supplier_L,Phoenix,Nashville,Sea,3028,4485.01,Storm,Moderate,Low,4,3,0
SHP-002882,Supplier_V,New York,Miami,Road,1929,8369.38,Rain,High,Critical,14,14,0
SHP-002883,Supplier_Y,Los Angeles,Atlanta,Road,675,2686.42,Clear,Low,High,14,12,0
SHP-002884,Supplier_X,San Jose,Denver,Air,1029,4513.89,Storm,Low,Medium,14,17,1
SHP-002885,Supplier_V,Chicago,Detroit,Air,3859,5400.04,Rain,Severe,Critical,4,4,0
SHP-002886,Supplier_U,San Jose,Nashville,Air,3799,6653.07,Clear,Moderate,Low,8,8,0
SHP-002887,Supplier_Z,Chicago,Denver,Air,1563,7850.52,Rain,Moderate,Medium,6,5,0
SHP-002888,Supplier_W,San Diego,Detroit,Air,3375,3978.33,Clear,Moderate,Medium,2,1,0
SHP-002889,Supplier_I,Philadelphia,Seattle,Sea,1154,6478.17,Storm,Low,Critical,5,11,1
SHP-002890,Supplier_T,Chicago,Atlanta,Sea,2000,1548.58,Clear,High,Critical,4,2,0
SHP-002891,Supplier_P,Phoenix,Seattle,Rail,1557,9329.85,Snow,Low,Medium,10,8,0
SHP-002892,Supplier_G,Houston,Detroit,Rail,1499,3861.44,Clear,Moderate,Critical,4,4,0
SHP-002893,Supplier_H,San Diego,Detroit,Air,3515,7308.74,Clear,Moderate,Low,12,10,0
SHP-002894,Supplier_I,Chicago,Denver,Road,542,252.39,Fog,Severe,Medium,8,6,0
SHP-002895,Supplier_R,Dallas,Detroit,Road,3750,2091.61,Storm,Moderate,Critical,5,10,1
SHP-002896,Supplier_J,New York,Atlanta,Air,4752,4896.47,Clear,Low,Critical,3,3,0
SHP-002897,Supplier_H,Philadelphia,Miami,Road,1278,8788.61,Clear,Moderate,Critical,10,10,0
SHP-002898,Supplier_J,Los Angeles,Detroit,Sea,4558,5296.19,Clear,Low,Low,12,12,0
SHP-002899,Supplier_Y,Chicago,Miami,Air,1357,9302.21,Rain,Low,High,4,10,1
SHP-002900,Supplier_J,San Jose,Detroit,Rail,3734,4863.78,Snow,Low,Medium,1,4,1
SHP-002901,Supplier_W,Chicago,Seattle,Road,1941,4929.97,Snow,Moderate,High,6,5,0
SHP-002902,Supplier_G,San Diego,Portland,Sea,2409,1241.48,Rain,Low,Medium,11,12,1
SHP-002903,Supplier_W,San Antonio,Orlando,Air,1010,8036.43,Storm,Moderate,Low,13,11,0
SHP-002904,Supplier_W,San Antonio,Detroit,Rail,4440,2507.31,Clear,Severe,Critical,10,10,0
SHP-002905,Supplier_P,Houston,Seattle,Sea,4737,9001.14,Clear,High,High,4,2,0
SHP-002906,Supplier_K,San Diego,Las Vegas,Road,4109,9112.7,Rain,Low,High,6,5,0
SHP-002907,Supplier_P,Chicago,Atlanta,Air,2269,9435.94,Fog,Low,Low,2,1,0
SHP-002908,Supplier_L,Houston,Nashville,Rail,2272,5226.29,Snow,Moderate,Critical,5,8,1
SHP-002909,Supplier_R,San Jose,Boston,Road,223,6787.08,Rain,High,Low,11,10,0
SHP-002910,Supplier_Z,Philadelphia,Orlando,Sea,3258,7796.23,Rain,Low,Low,9,8,0
SHP-002911,Supplier_X,New York,Seattle,Rail,885,1353.6,Fog,High,Low,8,8,0
SHP-002912,Supplier_I,Phoenix,Las Vegas,Rail,2516,6029.52,Clear,Moderate,Critical,3,2,0
SHP-002913,Supplier_J,Los Angeles,Seattle,Road,896,391.26,Clear,Moderate,High,1,1,0
SHP-002914,Supplier_D,New York,Atlanta,Road,4272,5000.78,Fog,Severe,Medium,10,11,1
SHP-002915,Supplier_S,Chicago,Las Vegas,Road,4254,1590.68,Storm,High,High,3,9,1
SHP-002916,Supplier_V,San Diego,Boston,Rail,2036,1870.08,Clear,High,High,8,6,0
SHP-002917,Supplier_R,San Antonio,Orlando,Rail,2256,3682.22,Clear,Low,Critical,11,11,0
SHP-002918,Supplier_M,San Diego,Atlanta,Sea,3907,4352.75,Clear,Moderate,High,3,2,0
SHP-002919,Supplier_M,Phoenix,Orlando,Road,1401,6250.57,Clear,Moderate,Low,5,5,0
SHP-002920,Supplier_L,San Diego,Nashville,Road,4263,790.56,Fog,Low,High,2,2,0
SHP-002921,Supplier_Y,Dallas,Nashville,Sea,3240,5061.73,Clear,Moderate,Low,1,6,1
SHP-002922,Supplier_Z,Houston,Detroit,Sea,3336,1867.12,Storm,Low,Low,11,9,0
SHP-002923,Supplier_E,San Antonio,Detroit,Rail,2452,5761.05,Clear,Low,Medium,10,8,0
SHP-002924,Supplier_J,San Antonio,Seattle,Sea,2032,6392.18,Rain,Low,Low,14,13,0
SHP-002925,Supplier_B,San Diego,Seattle,Sea,2821,5589.26,Clear,High,Medium,5,3,0
SHP-002926,Supplier_J,Phoenix,Miami,Air,464,7396.04,Snow,Severe,Critical,5,8,1
SHP-002927,Supplier_W,Chicago,Portland,Air,2490,3389.31,Rain,Moderate,Medium,6,4,0
SHP-002928,Supplier_C,Dallas,Portland,Air,1046,7662.81,Rain,Moderate,Low,2,1,0
SHP-002929,Supplier_L,San Antonio,Miami,Air,1477,4356.03,Clear,Low,High,9,9,0
SHP-002930,Supplier_O,New York,Boston,Sea,1539,4867.64,Clear,Severe,Medium,2,8,1
SHP-002931,Supplier_U,Phoenix,Nashville,Air,3280,6498.62,Clear,Moderate,Critical,2,2,0
SHP-002932,Supplier_I,San Diego,Atlanta,Rail,4957,232.67,Clear,High,Critical,12,11,0
SHP-002933,Supplier_X,San Antonio,Atlanta,Sea,440,6557.24,Rain,High,Medium,5,5,0
SHP-002934,Supplier_P,Philadelphia,Portland,Sea,3089,6204.92,Rain,Low,Critical,9,8,0
SHP-002935,Supplier_G,Dallas,Denver,Air,482,3132.98,Rain,Moderate,Medium,4,4,0
SHP-002936,Supplier_G,New York,Orlando,Road,1656,903.65,Rain,Severe,Low,6,6,0
SHP-002937,Supplier_R,Los Angeles,Detroit,Road,399,954.81,Clear,Low,High,2,2,0
SHP-002938,Supplier_I,Dallas,Orlando,Road,238,9236.08,Clear,Moderate,High,14,13,0
SHP-002939,Supplier_R,Philadelphia,Nashville,Sea,458,6908.33,Clear,Severe,High,13,14,1
SHP-002940,Supplier_W,San Antonio,Seattle,Rail,1622,1314.67,Storm,Low,Critical,4,3,0
SHP-002941,Supplier_I,San Jose,Orlando,Rail,3556,3599.4,Rain,High,Low,12,11,0
SHP-002942,Supplier_E,Phoenix,Miami,Rail,1727,5945.21,Clear,Severe,Medium,9,9,0
SHP-002943,Supplier_D,Philadelphia,Boston,Air,1403,8363.94,Clear,High,High,2,2,0
SHP-002944,Supplier_T,Phoenix,Miami,Road,1234,484.43,Storm,Low,Medium,1,1,0
SHP-002945,Supplier_X,Phoenix,Orlando,Sea,2286,2404.5,Snow,Low,Low,4,9,1
SHP-002946,Supplier_S,Los Angeles,Miami,Rail,3270,8903.0,Rain,Low,Critical,4,8,1
SHP-002947,Supplier_H,Phoenix,Portland,Air,3935,141.2,Clear,High,Low,1,7,1
SHP-002948,Supplier_H,San Jose,Boston,Road,2251,2053.92,Clear,High,Critical,4,4,0
SHP-002949,Supplier_B,San Antonio,Denver,Sea,1337,9592.29,Fog,Moderate,Critical,3,1,0
SHP-002950,Supplier_V,San Diego,Nashville,Rail,3835,6153.35,Snow,Low,Critical,13,20,1
SHP-002951,Supplier_Q,Houston,Miami,Sea,2934,2653.63,Clear,Low,High,2,1,0
SHP-002952,Supplier_H,San Jose,Las Vegas,Road,4360,716.56,Storm,High,Low,13,14,1
SHP-002953,Supplier_U,Houston,Las Vegas,Air,1098,330.5,Snow,High,Medium,10,11,1
SHP-002954,Supplier_H,Dallas,Miami,Air,2667,2485.21,Clear,Severe,Medium,4,9,1
SHP-002955,Supplier_B,Philadelphia,Detroit,Air,1407,8820.78,Clear,High,High,8,7,0
SHP-002956,Supplier_D,Chicago,Miami,Road,756,4188.34,Clear,High,Critical,7,5,0
SHP-002957,Supplier_N,Philadelphia,Atlanta,Rail,2760,7217.32,Clear,High,High,9,14,1
SHP-002958,Supplier_K,Dallas,Portland,Sea,2311,9186.94,Snow,Moderate,High,8,13,1
SHP-002959,Supplier_W,New York,Atlanta,Rail,2009,4110.0,Clear,Moderate,High,1,1,0
SHP-002960,Supplier_P,New York,Nashville,Rail,3830,1953.21,Storm,Severe,Low,12,18,1
SHP-002961,Supplier_D,Los Angeles,Boston,Rail,2146,5195.32,Fog,Moderate,Medium,2,9,1
SHP-002962,Supplier_V,New York,Boston,Road,3262,9085.43,Clear,Low,High,12,11,0
SHP-002963,Supplier_Y,San Antonio,Detroit,Rail,1240,8053.53,Clear,Low,Critical,2,1,0
SHP-002964,Supplier_E,Los Angeles,Detroit,Sea,366,705.01,Storm,Low,Medium,12,11,0
SHP-002965,Supplier_A,Dallas,Nashville,Road,1945,6941.1,Snow,Moderate,Critical,8,13,1
SHP-002966,Supplier_R,Los Angeles,Atlanta,Rail,1808,5740.38,Snow,Low,Low,12,11,0
SHP-002967,Supplier_F,San Diego,Las Vegas,Road,3730,9079.26,Clear,Low,Critical,4,10,1
SHP-002968,Supplier_N,Philadelphia,Detroit,Sea,3311,1268.69,Clear,Moderate,High,9,9,0
SHP-002969,Supplier_U,Houston,Portland,Air,2393,5363.66,Rain,Low,Medium,2,2,0
SHP-002970,Supplier_P,Phoenix,Orlando,Sea,3832,8800.65,Fog,High,Low,14,17,1
SHP-002971,Supplier_P,Phoenix,Miami,Road,3929,4129.74,Clear,Moderate,Critical,4,2,0
SHP-002972,Supplier_U,Houston,Nashville,Rail,1610,4845.85,Fog,Moderate,Low,13,18,1
SHP-002973,Supplier_G,New York,Boston,Air,575,751.08,Clear,Low,Low,13,12,0
SHP-002974,Supplier_Y,New York,Portland,Rail,1076,2817.53,Fog,Low,Critical,1,1,0
SHP-002975,Supplier_J,San Jose,Portland,Road,1307,3278.84,Rain,Moderate,High,3,2,0
SHP-002976,Supplier_K,Los Angeles,Atlanta,Sea,2060,9453.97,Clear,High,Low,6,6,0
SHP-002977,Supplier_J,New York,Detroit,Air,657,2862.54,Rain,High,Medium,9,7,0
SHP-002978,Supplier_U,San Jose,Orlando,Sea,982,4635.64,Clear,Low,High,11,11,0
SHP-002979,Supplier_B,Houston,Atlanta,Sea,2294,6729.48,Clear,Moderate,Medium,1,1,0
SHP-002980,Supplier_Y,San Jose,Miami,Rail,4861,1663.72,Clear,Low,Low,5,4,0
SHP-002981,Supplier_C,Los Angeles,Seattle,Road,2767,4890.1,Clear,Severe,Critical,12,12,0
SHP-002982,Supplier_U,Los Angeles,Miami,Sea,4777,7398.46,Clear,Severe,Medium,2,7,1
SHP-002983,Supplier_S,Los Angeles,Miami,Sea,4890,8675.21,Snow,Moderate,Critical,7,11,1
SHP-002984,Supplier_H,San Jose,Denver,Rail,1710,6281.28,Rain,Moderate,Critical,4,4,0
SHP-002985,Supplier_R,Chicago,Atlanta,Air,3588,6707.08,Clear,High,High,5,5,0
SHP-002986,Supplier_X,San Antonio,Detroit,Air,2554,1306.52,Storm,High,Medium,8,11,1
SHP-002987,Supplier_X,San Jose,Nashville,Road,4594,9460.48,Rain,Moderate,Medium,2,2,0
SHP-002988,Supplier_B,Chicago,Seattle,Road,2046,1369.11,Fog,Severe,Medium,3,9,1
SHP-002989,Supplier_F,Los Angeles,Denver,Road,4910,7758.0,Rain,Moderate,Critical,11,9,0
SHP-002990,Supplier_N,Chicago,Atlanta,Road,4899,2684.92,Clear,Moderate,High,5,12,1
SHP-002991,Supplier_F,Phoenix,Seattle,Air,2908,9339.25,Clear,High,Critical,10,10,0
SHP-002992,Supplier_B,Phoenix,Detroit,Air,3925,7213.6,Rain,Moderate,Critical,4,4,0
SHP-002993,Supplier_M,San Diego,Las Vegas,Rail,3636,7550.45,Clear,High,Low,5,6,1
SHP-002994,Supplier_Z,Los Angeles,Miami,Sea,3902,2229.64,Clear,Low,High,3,1,0
SHP-002995,Supplier_P,San Diego,Miami,Sea,4277,4458.25,Clear,Low,Low,13,13,0
SHP-002996,Supplier_F,Phoenix,Boston,Sea,4799,6197.24,Clear,Low,Medium,12,10,0
SHP-002997,Supplier_X,San Antonio,Miami,Road,2070,7711.24,Clear,Moderate,Low,9,8,0
SHP-002998,Supplier_J,Philadelphia,Atlanta,Road,3922,1084.4,Clear,Moderate,Low,8,8,0
SHP-002999,Supplier_B,Phoenix,Miami,Rail,2919,9625.53,Clear,Severe,Low,14,12,0
SHP-003000,Supplier_A,Chicago,Boston,Sea,1002,8907.7,Rain,Moderate,High,6,5,0
SHP-003001,Supplier_J,Los Angeles,Atlanta,Rail,464,2739.97,Rain,High,Medium,14,12,0
SHP-003002,Supplier_S,Phoenix,Boston,Air,4358,8236.46,Clear,Low,Critical,1,1,0
SHP-003003,Supplier_T,New York,Detroit,Rail,3219,5207.32,Clear,High,Low,4,2,0
SHP-003004,Supplier_D,San Antonio,Orlando,Road,2658,4644.97,Clear,Moderate,Medium,7,7,0
SHP-003005,Supplier_K,San Antonio,Nashville,Rail,1963,3178.62,Clear,Moderate,Medium,10,9,0
SHP-003006,Supplier_J,Philadelphia,Boston,Air,215,5830.64,Clear,Low,Critical,5,4,0
SHP-003007,Supplier_O,New York,Denver,Road,2484,7312.4,Clear,Moderate,Medium,4,3,0
SHP-003008,Supplier_U,Phoenix,Denver,Road,4035,4138.78,Rain,Moderate,High,9,8,0
SHP-003009,Supplier_R,Phoenix,Orlando,Air,2590,6310.73,Rain,Moderate,High,8,8,0
SHP-003010,Supplier_Q,Chicago,Portland,Rail,1042,7008.16,Clear,Severe,Medium,3,1,0
SHP-003011,Supplier_P,San Diego,Atlanta,Air,1824,7125.66,Clear,High,Low,14,15,1
SHP-003012,Supplier_E,Los Angeles,Denver,Rail,2434,567.06,Rain,Severe,High,6,4,0
SHP-003013,Supplier_Q,San Diego,Detroit,Rail,2867,8604.49,Storm,Moderate,Low,12,13,1
SHP-003014,Supplier_O,Houston,Denver,Rail,1237,4609.62,Snow,Severe,Medium,14,14,0
SHP-003015,Supplier_I,San Jose,Orlando,Sea,2627,2661.04,Rain,High,Medium,14,19,1
SHP-003016,Supplier_G,San Antonio,Nashville,Road,4217,2455.56,Clear,Low,Low,12,13,1
SHP-003017,Supplier_Z,Chicago,Portland,Sea,3520,4855.99,Clear,Moderate,Low,4,3,0
SHP-003018,Supplier_D,San Diego,Atlanta,Rail,4878,8873.97,Storm,Low,High,7,13,1
SHP-003019,Supplier_K,Los Angeles,Las Vegas,Road,4006,3814.56,Clear,Low,Critical,1,1,0
SHP-003020,Supplier_F,Chicago,Las Vegas,Road,3737,7509.77,Fog,Low,Critical,1,1,0
SHP-003021,Supplier_X,Dallas,Seattle,Air,3053,1013.35,Rain,Low,Medium,14,13,0
SHP-003022,Supplier_O,San Antonio,Orlando,Sea,2467,4786.76,Rain,High,Low,12,10,0
SHP-003023,Supplier_U,Houston,Portland,Road,4321,9917.28,Clear,Moderate,High,12,11,0
SHP-003024,Supplier_I,San Jose,Portland,Rail,376,7715.86,Rain,Low,High,6,6,0
SHP-003025,Supplier_W,Los Angeles,Boston,Road,2099,2144.76,Clear,High,Low,10,8,0
SHP-003026,Supplier_F,San Diego,Detroit,Air,1327,5039.34,Clear,High,Low,11,12,1
SHP-003027,Supplier_A,Phoenix,Portland,Sea,3852,2374.57,Clear,Severe,Low,13,18,1
SHP-003028,Supplier_X,Los Angeles,Seattle,Air,3835,4125.13,Storm,Moderate,Critical,13,13,0
SHP-003029,Supplier_K,New York,Atlanta,Sea,795,7811.84,Rain,Moderate,High,14,13,0
SHP-003030,Supplier_Z,Los Angeles,Boston,Rail,1409,7723.69,Clear,Low,Low,7,10,1
SHP-003031,Supplier_J,Los Angeles,Boston,Sea,4252,2319.6,Clear,Low,Medium,13,11,0
SHP-003032,Supplier_S,San Jose,Atlanta,Rail,3334,9226.12,Snow,Low,Medium,9,12,1
SHP-003033,Supplier_V,Phoenix,Detroit,Air,4214,5946.05,Snow,Moderate,High,7,11,1
SHP-003034,Supplier_Y,San Diego,Las Vegas,Rail,2411,3830.25,Rain,Severe,High,9,16,1
SHP-003035,Supplier_G,New York,Seattle,Air,2941,5044.26,Rain,Low,Medium,10,8,0
SHP-003036,Supplier_F,San Diego,Seattle,Air,4308,6070.46,Clear,Low,Low,14,12,0
SHP-003037,Supplier_T,Chicago,Atlanta,Road,3659,5620.91,Rain,Low,Low,9,11,1
SHP-003038,Supplier_U,New York,Atlanta,Rail,3498,4889.73,Clear,High,Critical,14,19,1
SHP-003039,Supplier_M,New York,Portland,Air,641,5074.08,Fog,Low,High,14,12,0
SHP-003040,Supplier_N,San Antonio,Miami,Road,2794,1805.3,Rain,Moderate,Low,8,7,0
SHP-003041,Supplier_Q,Phoenix,Seattle,Air,4774,8136.69,Clear,Low,Medium,7,5,0
SHP-003042,Supplier_K,Chicago,Miami,Rail,1188,5440.52,Clear,Moderate,Medium,12,12,0
SHP-003043,Supplier_C,Philadelphia,Seattle,Sea,3463,1354.24,Storm,Low,High,3,6,1
SHP-003044,Supplier_M,San Antonio,Portland,Road,124,7673.26,Clear,Moderate,Critical,11,10,0
SHP-003045,Supplier_V,San Jose,Nashville,Air,1672,9327.82,Clear,Low,Low,14,12,0
SHP-003046,Supplier_D,New York,Seattle,Sea,3058,9475.7,Rain,High,Critical,3,1,0
SHP-003047,Supplier_F,Dallas,Portland,Rail,4336,3721.73,Clear,Moderate,Medium,11,10,0
SHP-003048,Supplier_E,San Diego,Atlanta,Road,1867,1398.39,Snow,High,Critical,5,11,1
SHP-003049,Supplier_P,San Diego,Detroit,Sea,4843,5208.08,Clear,Moderate,High,7,7,0
SHP-003050,Supplier_K,San Antonio,Seattle,Sea,2335,1170.46,Snow,Low,Critical,13,12,0
SHP-003051,Supplier_H,San Antonio,Orlando,Air,300,9343.17,Clear,Low,Medium,12,12,0
SHP-003052,Supplier_A,Los Angeles,Las Vegas,Rail,3298,1876.62,Clear,Moderate,Medium,10,12,1
SHP-003053,Supplier_I,Dallas,Las Vegas,Air,356,2565.02,Storm,Moderate,Medium,7,14,1
SHP-003054,Supplier_M,Houston,Detroit,Road,3847,4096.03,Rain,Moderate,High,1,1,0
SHP-003055,Supplier_H,New York,Boston,Sea,4742,3862.49,Clear,High,Low,8,15,1
SHP-003056,Supplier_O,San Antonio,Portland,Rail,2341,7956.9,Clear,High,Critical,1,1,0
SHP-003057,Supplier_Y,San Diego,Denver,Air,3275,4590.35,Rain,High,High,13,12,0
SHP-003058,Supplier_I,Los Angeles,Las Vegas,Air,3706,1749.14,Rain,Low,Medium,14,15,1
SHP-003059,Supplier_K,San Jose,Atlanta,Sea,3436,2708.74,Fog,Moderate,Medium,11,10,0
SHP-003060,Supplier_J,Dallas,Denver,Road,4997,5115.68,Fog,Low,High,4,4,0
SHP-003061,Supplier_S,Philadelphia,Seattle,Sea,513,1517.17,Rain,Moderate,Low,2,1,0
SHP-003062,Supplier_X,Philadelphia,Detroit,Road,2114,6135.97,Clear,Low,High,5,5,0
SHP-003063,Supplier_S,Phoenix,Nashville,Road,1481,5679.19,Clear,Low,Medium,6,4,0
SHP-003064,Supplier_A,San Antonio,Portland,Rail,1198,7161.29,Rain,High,Medium,4,7,1
SHP-003065,Supplier_I,New York,Orlando,Sea,3526,9380.16,Clear,Moderate,Critical,14,13,0
SHP-003066,Supplier_U,Los Angeles,Las Vegas,Rail,3755,9126.93,Clear,Low,Low,12,12,0
SHP-003067,Supplier_L,Philadelphia,Seattle,Sea,1009,9463.45,Clear,Low,Low,13,12,0
SHP-003068,Supplier_W,Dallas,Nashville,Sea,287,2484.92,Clear,Moderate,Low,4,2,0
SHP-003069,Supplier_H,Philadelphia,Seattle,Road,4144,1359.07,Clear,Severe,Low,7,6,0
SHP-003070,Supplier_B,Los Angeles,Atlanta,Air,3856,3057.65,Clear,Moderate,Medium,11,9,0
SHP-003071,Supplier_V,San Diego,Boston,Road,2115,8956.1,Snow,Severe,High,4,11,1
SHP-003072,Supplier_D,Phoenix,Nashville,Road,2192,9721.93,Clear,Low,Critical,2,2,0
SHP-003073,Supplier_O,Houston,Denver,Air,3744,8600.28,Clear,Moderate,Critical,4,4,0
SHP-003074,Supplier_J,Chicago,Boston,Air,2230,1144.68,Clear,High,Low,7,5,0
SHP-003075,Supplier_F,Dallas,Orlando,Sea,457,9476.91,Rain,Moderate,Critical,1,1,0
SHP-003076,Supplier_M,New York,Atlanta,Air,2522,4262.41,Clear,Low,Medium,4,3,0
SHP-003077,Supplier_V,San Antonio,Denver,Air,4357,142.64,Rain,Moderate,Low,6,4,0
SHP-003078,Supplier_Q,Houston,Portland,Sea,4645,4451.82,Fog,Moderate,Critical,8,7,0
SHP-003079,Supplier_W,Phoenix,Atlanta,Air,1597,508.39,Clear,High,Low,8,6,0
SHP-003080,Supplier_Y,San Antonio,Atlanta,Road,2258,5461.59,Clear,High,Medium,13,17,1
SHP-003081,Supplier_J,Los Angeles,Seattle,Sea,2655,3418.61,Clear,High,Critical,9,13,1
SHP-003082,Supplier_W,Philadelphia,Miami,Air,2442,4760.68,Fog,Moderate,Critical,5,5,0
SHP-003083,Supplier_D,San Diego,Portland,Rail,3051,6151.05,Snow,Low,Medium,14,17,1
SHP-003084,Supplier_U,Los Angeles,Denver,Road,1338,8694.57,Storm,Moderate,Low,2,8,1
SHP-003085,Supplier_J,San Diego,Boston,Air,1073,6635.92,Clear,High,Medium,3,5,1
SHP-003086,Supplier_L,Houston,Miami,Rail,4827,4368.79,Fog,Severe,Low,2,7,1
SHP-003087,Supplier_T,Chicago,Portland,Air,4065,8203.31,Clear,Low,Low,9,7,0
